"filename","city","state","lat","lon","correct_city","quality","confidence","landmarks","architecture","signs","nature","urban","beach","people","vehicles","text","custom_tags","notes","annotated_at","annotated_by"
"wikimedia_Guadalajara_Jalisco_9_1764045698.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"✅",5,80,True,True,True,True,True,False,True,False,True,"Catedral de Guadalajara,torres,arquitectura religiosa,monumento,cantera,centro histórico,transporte público,sitren,bus turístico,paisaje urbano","La fachada principal de la Catedral de Guadalajara, Jalisco, con sus características torres de puntas amarillas, parcialmente enmarcada por la parte superior de un autobús turístico de la línea SITREN","2025-11-25T07:43:07.138299","Emma"
"wikimedia_Guadalajara_Jalisco_12_1764045703.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"🤔",3,90,True,True,False,True,True,False,True,False,False,"multitud,gente,noche,evento social,centro histórico,arquitectura colonial,cantera,policía,arbolado,iluminación urbana,vida nocturna","Una multitud de personas reunidas en una calle de un centro histórico por la noche. Los edificios circundantes son de piedra de estilo colonial con grandes columnas. Hay iluminación urbana fuerte y un oficial en el primer plano.","2025-11-25T07:43:49.355378","Emma"
"wikimedia_Guadalajara_Jalisco_14_1764045706.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"🤔",3,90,True,True,False,True,True,False,True,True,False,"iglesia,fachada religiosa,templo,arquitectura barroca,cantera,escalinata,atrio elevado,cruz de piedra,campanario,torre,personas sentadas,peatones,árboles,cielo nublado,perspectiva de ángulo bajo,triciclo,bici-taxi","Iglesia de fachada de piedra con un gran atrio elevado al que se accede por una amplia escalinata de piedra. La escena incluye personas sentadas en los escalones y un triciclo de carga en el primer plano izquierdo, situando la escena en un entorno urbano histórico.","2025-11-25T07:45:42.397052","Emma"
"pexels_Guadalajara_Jalisco_1_1764045712.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"✅",5,100,True,True,False,True,True,False,False,True,False,"Arcos de Guadalajara,monumento,arco triunfal,arquitectura monumental,noche,iluminación de colores,contraste de luz,larga exposición,tráfico,líneas de luz,arquitectura neoclásica,escudo,texto legible,Jalisco","Vista nocturna de los Arcos de Guadalajara, con iluminación artificial de colores (azul y morado) destacando la estructura. La toma usa una exposición larga, creando estelas de luz en el asfalto de la calle, indicando tráfico en la base del monumento","2025-11-25T07:46:38.472428","Emma"
"pexels_Guadalajara_Jalisco_3_1764045714.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"✅",5,95,True,True,True,True,True,False,True,False,True,"catedral,iglesia,arquitectura neogótica,torres gemelas,fachada de piedra rosa,cantera rosa,rosetón,plaza pública,atrio,fuente,cielo azul,soleado,farolas,monumentos","Toma frontal de una gran catedral con dos altas torres gemelas de estilo gótico o neogótico. La fachada es de un color cantera rosada/terracota y domina la vista desde el centro de una plaza abierta con árboles y mobiliario urbano. El cielo está despejado y azul.","2025-11-25T07:47:52.465316","Emma"
"wikimedia_Monterrey_Nuevo León_1_1764045716.jpg","Monterrey","Nuevo León",25.686613,-100.316116,"✅",5,100,True,True,False,True,True,False,True,True,False,"catedral,arquitectura barroca,neoclásico,iglesia,torre de campanario,fachada monumental,plaza pública,parque,árboles,cielo azul,soleado,peatones,personas sentadas,mobiliario urbano,carros estacionados","Toma de la Catedral Metropolitana de Monterrey vista desde un parque adyacente. La imagen captura la alta torre y la fachada de color claro, con personas disfrutando de la sombra de los árboles en el primer plano. Hay tráfico estacionado en la calle frente a la iglesia","2025-11-25T07:48:49.959651","Emma"
"wikimedia_Monterrey_Nuevo León_11_1764045836.jpg","Monterrey","Nuevo León",25.686613,-100.316116,"✅",4,90,False,True,False,True,True,False,False,False,False,"imagen satelital,vista aérea,geografía,cadena montañosa,Cordillera de los Andes,Cordillera de la Costa,valle,cuenca urbana,ciudad,mancha urbana,tejido urbano,patrones de calles,densidad poblacional,vegetación densa,área verde,área agrícola,deforestación","Imagen de satélite que muestra una gran metrópolis central, caracterizada por un patrón de calles que se irradia. La ciudad está situada en un valle o cuenca rodeada por dos grandes cadenas montañosas con relieves marcados y vegetación densa. El contraste entre la mancha urbana densa (gris/púrpura) y la vegetación natural (verde) es muy fuerte.","2025-11-25T07:50:20.543440","Emma"
"pexels_Monterrey_Nuevo León_1_1764045842.jpg","Monterrey","Nuevo León",25.686613,-100.316116,"✅",4,90,False,False,False,True,False,False,True,False,False,"retrato de quinceañera,vestido de gala,vestido rosa,mujer joven,montaña,Sierra Madre Oriental,paisaje rocoso,piedra caliza,grava,río seco,vegetación de montaña,cielo azul,soleado,México","Retrato en cuerpo completo de una joven con un gran vestido de quinceañera de color rosa intenso, posando sobre un lecho de grava de río seco. El fondo está dominado por una montaña imponente, con una formación rocosa escarpada y vertical, característica de la Sierra Madre","2025-11-25T07:51:06.739010","Emma"
"pexels_Monterrey_Nuevo León_3_1764045844.jpg","Monterrey","Nuevo León",25.686613,-100.316116,"✅",5,90,True,True,False,True,True,False,True,False,False,"estadio de fútbol,deporte,fútbol mexicano,Liga MX,Monterrey,Cerro de la Silla,arquitectura moderna,césped,campo de juego,tribunas,público,aficionados,multitud,iluminación artificial,panorama montañoso","Vista interior del Estadio BBVA en Monterrey durante un partido de fútbol, mostrando las tribunas llenas de aficionados. El icónico Cerro de la Silla enmarca la escena, visible a través de la abertura en el techo del estadio. El campo de césped está bien iluminado","2025-11-25T07:51:40.943489","Emma"
"wikimedia_Puebla_Puebla_0_1764045847.jpg","Puebla","Puebla",19.041296,-98.2062,"🤔",3,90,False,False,False,True,False,False,False,False,False,"paisaje rural,camino de tierra,carretera sin pavimentar,vegetación semidesértica,matorral espinoso,árboles secos,cielo nublado,agave,nopal,horizonte,perspectiva de camino,terreno árido,sendero","Vista de un camino de tierra sin pavimentar que serpentea a través de un paisaje rural y semiárido. La vegetación es baja y escasa, característica de un matorral espinoso, con cactus y árboles pequeños. El cielo tiene franjas de nubes blancas sobre un azul intenso","2025-11-25T07:52:12.081304","Emma"
"wikimedia_Puebla_Puebla_2_1764045850.jpg","Puebla","Puebla",19.041296,-98.2062,"✅",5,90,True,True,False,True,True,False,True,False,False,"Catedral de Puebla,fuente monumental,San Miguel Arcángel,arquitectura colonial,torre de campanario,cúpula dorada,plaza pública,noche,iluminación de colores,efectos de agua,palmeras,árboles,farolas,centro histórico","Vista nocturna de la Fuente de San Miguel en la plaza principal de Puebla, con la Catedral y su torre a la derecha. La fuente está iluminada con colores rojo y verde. La escena captura la atmósfera del centro histórico de noche, con el pavimento mojado por la lluvia o la fuente.","2025-11-25T07:52:52.070166","Emma"
"wikimedia_Puebla_Puebla_4_1764045853.jpg","Puebla","Puebla",19.041296,-98.2062,"🤔",5,80,True,True,False,False,False,False,False,False,False,"interior de iglesia,nave central,arquitectura barroca,bóveda celeste,decoración dorada,altares laterales,retablos,bancos de madera,pila bautismal,arte sacro,iluminación natural,perspectiva central,columnas salomónicas","Vista frontal de la nave central de una iglesia. La bóveda de cañón está pintada de azul y decorada con detalles dorados. Las paredes laterales tienen retablos, estatuas y columnas. El suelo de baldosas dirige la mirada hacia el altar principal al fondo. Filas de bancos de madera ocupan la parte central","2025-11-25T07:54:38.507283","Emma"
"wikimedia_Guadalajara_Jalisco_4_1764045692.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"🤔",5,90,True,True,True,False,True,False,True,True,True,"vehículo comercial,camioneta de reparto,Coca-Cola,marca global,arquitectura colonial,arcos,portal,columnas,figura de calavera,Catrina,escaparate,peatonal,plaza pública,contraste cultural,publicidad","Una camioneta de reparto de Coca-Cola roja, de tamaño pequeño, estacionada bajo el pórtico de un edificio histórico con arcos de piedra. Una figura vestida de Catrina (esqueleto) se encuentra junto al vehículo, añadiendo un elemento cultural a la escena urbana. El fondo muestra tiendas con escaparates iluminados","2025-11-25T07:56:33.310371","Emma"
"wikimedia_Guadalajara_Jalisco_10_1764045700.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"✅",4,95,True,True,True,True,True,False,False,False,True,"templo mormón,Iglesia de Jesucristo de los Santos de los Últimos Días,arquitectura moderna,edificio blanco,estatua dorada,ángel Moroni,palmeras,cielo nublado,tormenta,farola,reja blanca,paisajismo","Templo blanco de arquitectura moderna con una estatua dorada en su torre central (Ángel Moroni), característico de La Iglesia de Jesucristo de los Santos de los Últimos Días. La escena está bajo un cielo oscuro y nublado, con palmeras en primer plano, indicando una ubicación en un clima cálido o subtropical.","2025-11-25T07:58:13.204209","Emma"
"pexels_Guadalajara_Jalisco_0_1764045710.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"🤔",4,95,True,True,False,True,False,False,True,False,False,"Catrina,Día de Muertos,cultura mexicana,calavera,retrato,disfraz,maquillaje artístico,arquitectura gótica,neogótico,fachada de iglesia,catedral,arco apuntado,nichos con estatuas,escultura religiosa,velo,flores","Retrato en plano medio de una mujer caracterizada de Catrina (maquillaje de calavera, tocado floral y vestido formal) posando frente a la entrada gótica de una gran iglesia o catedral. El fondo arquitectónico, lleno de estatuas en nichos y detalles ojivales, proporciona un fuerte contexto monumental.","2025-11-25T07:58:54.401672","Emma"
"wikimedia_Monterrey_Nuevo León_0_1764045715.jpg","Monterrey","Nuevo León",25.686613,-100.316116,"✅",5,100,False,True,True,True,True,False,True,True,True,"aeropuerto,terminal aérea,arquitectura moderna,letrero luminoso,noche,palmeras,alumbrado público,estacionamiento,zona de llegada,OMA,Nuevo León,señalización de discapacidad,México","Vista nocturna del exterior de la terminal del Aeropuerto Internacional de Monterrey. El edificio de arquitectura moderna y angular está iluminado, con el nombre del aeropuerto visible en la fachada. La escena incluye palmeras y señales de tráfico en primer plano.","2025-11-25T07:59:40.078705","Emma"
"wikimedia_Monterrey_Nuevo León_8_1764045832.jpg","Monterrey","Nuevo León",25.686613,-100.316116,"🤔",4,90,True,True,False,True,True,False,True,False,False,"evento masivo,concierto,manifestación,orgullo LGBT,bandera arcoíris,noche,plaza pública,escenario,arquitectura colonial,torre de iglesia,cruz iluminada,multitud,gente,pavimento de adoquín,festival","Vista nocturna de una plaza pública repleta de gente, posiblemente durante un evento cultural o de celebración (dado el uso de la bandera arcoíris). Un escenario temporal está montado al centro, y al fondo se distingue la torre de una iglesia con una cruz iluminada, sobre un pavimento de adoquín","2025-11-25T08:00:23.128095","Emma"
"wikimedia_Monterrey_Nuevo León_12_1764045837.jpg","Monterrey","Nuevo León",25.686613,-100.316116,"🤔",2,95,False,True,False,False,False,False,False,False,False,"grabado en vidrio,ángel,figura religiosa,arte decorativo,puerta de madera,arquitectura interior,diseño de interiores,arcos,columna,espejo/reflejo,trompeta","Primer plano de un panel de vidrio o ventana con la figura de un ángel tocando una trompeta grabado en ácido (esmerilado). El vidrio está enmarcado por un arco de madera. El fondo borroso, visible a través del vidrio, muestra un patio interior con arquitectura de arcos y columnas.","2025-11-25T08:00:56.801271","Emma"
"pexels_Monterrey_Nuevo León_2_1764045843.jpg","Monterrey","Nuevo León",25.686613,-100.316116,"🤔",2,90,False,True,False,True,True,False,True,False,False,"retrato urbano,blanco y negro,hombre joven,muro de ladrillo,arquitectura de ladrillo,fachada de edificio,ventanas altas,puertas de madera,sentado,postura,moda casual,ángulo bajo","Retrato en blanco y negro de un joven sentado sobre un muro bajo de ladrillos. El fondo es la fachada del mismo edificio de ladrillo, con una gran ventana y una puerta cerrada. El ángulo de la toma es bajo, acentuando el muro.","2025-11-25T08:02:48.690362","Emma"
"wikimedia_Puebla_Puebla_1_1764045848.jpg","Puebla","Puebla",19.041296,-98.2062,"✅",5,100,True,True,False,True,True,False,True,False,False,"Catedral de Puebla,noche,iluminación arquitectónica,plaza zócalo,torre de campanario,arquitectura barroca,cantera gris,fachadas,cielo nocturno,exposición larga,farolas,centro histórico","Vista frontal de la Catedral de Puebla por la noche, destacando la diferencia de altura de sus dos torres y la fachada de cantera iluminada. La plaza, libre de tráfico, muestra un pavimento amplio y está bordeada por edificios coloniales también iluminados.","2025-11-25T08:03:38.879533","Emma"
"wikimedia_Puebla_Puebla_5_1764045855.jpg","Puebla","Puebla",19.041296,-98.2062,"✅",5,100,False,True,True,True,True,False,True,True,True,"aeropuerto,terminal aérea,arquitectura moderna,fachada de vidrio,letrero,día soleado,paisajismo,arbustos podados,palmera,carretera,vehículos,estacionamiento,señalización de tráfico","Vista exterior del Aeropuerto Internacional de Puebla en un día soleado. El edificio tiene una fachada moderna con una gran pared de vidrio y una pared de textura gris. El letrero del aeropuerto es prominente, y la zona de acceso está bordeada por arbustos podados y una palmera.","2025-11-25T08:04:18.158306","Emma"
"wikimedia_Puebla_Puebla_9_1764045861.jpg","Puebla","Puebla",19.041296,-98.2062,"🤔",4,90,True,True,False,False,True,False,False,False,False,"silueta,arquitectura colonial,farola antigua,alumbrado público,atardecer,amanecer,crepúsculo,cielo pastel,edificios de esquina,tejados ornamentados,balcón,ciudad","Vista urbana de siluetas de edificios coloniales contra un cielo suave al atardecer o amanecer. El primer plano está dominado por una farola de estilo antiguo, que está encendida y brilla con un tono amarillo cálido, contrastando con las formas oscuras de la arquitectura.","2025-11-25T08:36:01.531395","Emma"
"wikimedia_Puebla_Puebla_12_1764045866.jpg","Puebla","Puebla",19.041296,-98.2062,"🤔",4,90,True,True,False,True,False,False,False,False,False,"camino prehispánico,muro de piedra,piedra volcánica,camino empedrado,vegetación semidesértica,palmas yucas,árboles,paisaje arqueológico,cielo azul,nubes cúmulos,perspectiva de camino.","Un camino de piedra y tierra con muros bajos de piedra a ambos lados, que se dirige hacia la cima de una colina. La vegetación es seca y hay árboles de apariencia desértica (palmas yucas). El cielo es de un azul intenso con grandes nubes blancas","2025-11-25T08:36:37.652139","Emma"
"wikimedia_Tijuana_Baja California_0_1764045875.jpg","Tijuana","Baja California",32.514946,-117.038246,"✅",5,95,True,True,True,True,True,False,False,True,True,"frontera México-EE. UU.,muro fronterizo,barrera de acero,paisaje urbano,vista panorámica,Tijuana,densidad habitacional,casas pequeñas,carretera,tráfico vehicular,vallas publicitarias,división geográfica,zona de construcción,urbanización","Vista panorámica desde una colina de la frontera entre México y EE. UU. (probablemente Tijuana), mostrando el muro de acero que divide una zona de campos y construcción a la izquierda de una densa área urbana a la derecha. Una carretera con tráfico intenso corre paralela al muro.","2025-11-25T08:37:25.708671","Emma"
"wikimedia_Tijuana_Baja California_2_1764045879.jpg","Tijuana","Baja California",32.514946,-117.038246,"✅",4,95,False,False,False,True,False,False,False,False,False,"paisaje desértico,montaña,colinas rocosas,cañón,valle,amanecer,atardecer,cielo pastel,colores de crepúsculo,rocas grandes,bioma árido,vista panorámica,perspectiva inclinada","Vista panorámica de un paisaje desértico montañoso al atardecer o amanecer. La toma se realiza desde una colina alta, mostrando varias capas de montañas que se desvanecen en la distancia. El cielo tiene tonos púrpuras, rosas y azules, y el primer plano está dominado por grandes rocas.","2025-11-25T08:38:05.010022","Emma"
"wikimedia_Tijuana_Baja California_4_1764045882.jpg","Tijuana","Baja California",32.514946,-117.038246,"🤔",3,95,False,True,True,False,True,False,True,True,True,"fachada comercial,calle urbana,taxis,transporte público,farmacia,lavandería,letreros de negocios,anuncios de tiendas,vehículos estacionados,camionetas pickup,luz del día,soleado,postes de luz","Vista frontal de una calle comercial con varios negocios de bajo costo en un edificio de fachada blanca. Dos taxis blancos y rojos están en primer plano. La escena incluye una variedad de vehículos estacionados y numerosos letreros de negocios en las ventanas y fachadas.","2025-11-25T08:38:52.602997","Emma"
"wikimedia_Tijuana_Baja California_6_1764045884.jpg","Tijuana","Baja California",32.514946,-117.038246,"🤔",5,95,True,True,False,True,True,False,False,False,False,"templo mormón,arquitectura religiosa,estatua dorada,ángel Moroni,templo blanco,fuente ornamental,palmeras,paisajismo,azulejos de terracota,cielo azul,soleado,nubes,arquitectura neoclásica","Vista frontal de un templo de La Iglesia de Jesucristo de los Santos de los Últimos Días, de color blanco y estilo clásico, con una alta torre y estatua dorada. El primer plano está dominado por una fuente de piedra colonial y palmeras, lo que sugiere un clima tropical o subtropical.","2025-11-25T08:39:41.488458","Emma"
"wikimedia_Tijuana_Baja California_8_1764045887.jpg","Tijuana","Baja California",32.514946,-117.038246,"🤔",4,95,False,False,False,True,True,False,False,True,False,"crepúsculo,noche,paisaje urbano,ciudad en ladera,casas en colina,densidad habitacional,pobreza urbana,contaminación lumínica,cerro,antenas de comunicación,palmera,cielo anaranjado,atmósfera","Vista urbana tomada desde un tejado al atardecer o amanecer, mostrando el contraste entre las casas oscuras del primer plano y la vasta extensión de luces de casas que cubren la ladera de un gran cerro. El cielo está teñido de naranja y púrpura. Una palmera solitaria destaca contra el cielo.","2025-11-25T08:40:49.482364","Emma"
"wikimedia_Tijuana_Baja California_10_1764045889.jpg","Tijuana","Baja California",32.514946,-117.038246,"✅",5,95,True,True,False,True,True,False,True,False,False,"templo mormón,arquitectura neoclásica,edificio blanco,estatua dorada,ángel Moroni,palmeras,fuente decorativa,paisajismo exuberante,cielo azul despejado,soleado,fachada religiosa,simetría","Vista frontal y simétrica de un templo religioso (probablemente SUD) de color blanco y estilo clásico, con una alta torre y estatua dorada. El templo está enmarcado por altas palmeras. El primer plano tiene una fuente y jardines con flores, bajo un cielo intensamente azul.","2025-11-25T08:41:45.330361","Emma"
"wikimedia_Tijuana_Baja California_12_1764045892.jpg","Tijuana","Baja California",32.514946,-117.038246,"✅",5,95,True,True,False,True,True,False,False,False,False,"templo mormón,arquitectura neoclásica,edificio blanco,estatua dorada,ángel Moroni,palmeras,torre de templo,campanario,barandales,reja de hierro,cielo azul despejado,soleado,México/EE. UU","Vista frontal de un templo religioso (SUD) de color blanco, de estilo clásico con una torre central de varios niveles y rematada con una estatua dorada. El templo está flanqueado por palmeras y rodeado por una reja de hierro negra, bajo un cielo intensamente azul y despejado.","2025-11-25T08:42:31.201884","Emma"
"wikimedia_León_Guanajuato_1_1764045899.jpg","León","Guanajuato",21.12252,-101.684784,"🤔",4,95,True,True,True,True,True,False,False,False,True,"hotel,arquitectura colonial,arquitectura ecléctica,fachada de dos pisos,balcón,herrería,ventanas de madera,árboles podados,pavimento,farola antigua,centro histórico,colores pastel,perspectiva de ángulo bajo.","Toma frontal y de ángulo bajo de un hotel histórico de dos pisos, con una fachada de colores pastel y detalles ornamentales. Dos árboles bajos y bien podados enmarcan la entrada central. La escena se desarrolla en un centro histórico con pavimento de losas y una farola de estilo antiguo a la derecha.","2025-11-25T08:43:31.173659","Emma"
"wikimedia_León_Guanajuato_3_1764045902.jpg","León","Guanajuato",21.12252,-101.684784,"🤔",4,95,True,True,False,False,True,False,False,False,False,"puerta de madera,arquitectura colonial,centro histórico,herrería,reja de hierro,dintel ornamental,moldura de piedra,fachada de estuco,pavimento de ladrillo,color pastel,textura de pared,entrada","Primer plano de una puerta de madera antigua, protegida por una reja de hierro vertical. La puerta está coronada por un dintel ornamental de piedra tallada. La fachada es de color crema o pastel, con una franja de piedra o cantera rosa en la parte inferior, y el pavimento es de ladrillos o losas","2025-11-25T08:44:16.009879","Emma"
