id,image_id,filename,city,state,lat,lon,correct_city,quality,confidence,has_landmarks,has_architecture,has_signs,has_nature,has_urban,has_beach,has_people,has_vehicles,has_text,custom_tags,notes,annotated_by,annotated_at,created_at,updated_at
de28370a-7428-4003-a821-c573d7f8b7e7,112a7233-2afd-49fa-8811-4f990dc24e83,wikimedia_Puebla_Puebla_2_1764045850.jpg,Puebla,Puebla,19.041296,-98.2062,✅,5,90,True,True,False,True,True,False,True,False,False,"['Catedral de Puebla', 'fuente monumental', 'San Miguel Arcángel', 'arquitectura colonial', 'torre de campanario', 'cúpula dorada', 'plaza pública', 'noche', 'iluminación de colores', 'efectos de agua', 'palmeras', 'árboles', 'farolas', 'centro histórico']","Vista nocturna de la Fuente de San Miguel en la plaza principal de Puebla, con la Catedral y su torre a la derecha. La fuente está iluminada con colores rojo y verde. La escena captura la atmósfera del centro histórico de noche, con el pavimento mojado por la lluvia o la fuente.",Emma,2025-11-25T07:52:52.070166+00:00,2025-11-25T16:40:51.320431+00:00,2025-11-25T16:40:51.320431+00:00
8941e505-fa49-428d-bab8-888073c6b001,6b4a1388-cffb-424b-a128-231ede5fe8c9,wikimedia_Puebla_Puebla_4_1764045853.jpg,Puebla,Puebla,19.041296,-98.2062,🤔,5,80,True,True,False,False,False,False,False,False,False,"['interior de iglesia', 'nave central', 'arquitectura barroca', 'bóveda celeste', 'decoración dorada', 'altares laterales', 'retablos', 'bancos de madera', 'pila bautismal', 'arte sacro', 'iluminación natural', 'perspectiva central', 'columnas salomónicas']","Vista frontal de la nave central de una iglesia. La bóveda de cañón está pintada de azul y decorada con detalles dorados. Las paredes laterales tienen retablos, estatuas y columnas. El suelo de baldosas dirige la mirada hacia el altar principal al fondo. Filas de bancos de madera ocupan la parte central",Emma,2025-11-25T07:54:38.507283+00:00,2025-11-25T16:40:51.592069+00:00,2025-11-25T16:40:51.592069+00:00
1f19c2fa-972f-463f-b197-a277adc9f28e,a4fe87aa-69a8-44bc-8692-5e9c44409bb1,wikimedia_Guadalajara_Jalisco_4_1764045692.jpg,Guadalajara,Jalisco,20.659699,-103.349609,🤔,5,90,True,True,True,False,True,False,True,True,True,"['vehículo comercial', 'camioneta de reparto', 'Coca-Cola', 'marca global', 'arquitectura colonial', 'arcos', 'portal', 'columnas', 'figura de calavera', 'Catrina', 'escaparate', 'peatonal', 'plaza pública', 'contraste cultural', 'publicidad']","Una camioneta de reparto de Coca-Cola roja, de tamaño pequeño, estacionada bajo el pórtico de un edificio histórico con arcos de piedra. Una figura vestida de Catrina (esqueleto) se encuentra junto al vehículo, añadiendo un elemento cultural a la escena urbana. El fondo muestra tiendas con escaparates iluminados",Emma,2025-11-25T07:56:33.310371+00:00,2025-11-25T16:40:51.899219+00:00,2025-11-25T16:40:51.899219+00:00
44937ad0-adaa-43d0-a4d4-5b856ea98d4d,5b10ef2f-a5a7-46f3-b4eb-16bd66dc649d,wikimedia_Guadalajara_Jalisco_10_1764045700.jpg,Guadalajara,Jalisco,20.659699,-103.349609,✅,4,95,True,True,True,True,True,False,False,False,True,"['templo mormón', 'Iglesia de Jesucristo de los Santos de los Últimos Días', 'arquitectura moderna', 'edificio blanco', 'estatua dorada', 'ángel Moroni', 'palmeras', 'cielo nublado', 'tormenta', 'farola', 'reja blanca', 'paisajismo']","Templo blanco de arquitectura moderna con una estatua dorada en su torre central (Ángel Moroni), característico de La Iglesia de Jesucristo de los Santos de los Últimos Días. La escena está bajo un cielo oscuro y nublado, con palmeras en primer plano, indicando una ubicación en un clima cálido o subtropical.",Emma,2025-11-25T07:58:13.204209+00:00,2025-11-25T16:40:52.22667+00:00,2025-11-25T16:40:52.22667+00:00
df4e17cd-cdbb-43cd-b980-ba0328c91288,d0f04b04-7cae-4700-a715-c00fb6bf34d9,pexels_Guadalajara_Jalisco_0_1764045710.jpg,Guadalajara,Jalisco,20.659699,-103.349609,🤔,4,95,True,True,False,True,False,False,True,False,False,"['Catrina', 'Día de Muertos', 'cultura mexicana', 'calavera', 'retrato', 'disfraz', 'maquillaje artístico', 'arquitectura gótica', 'neogótico', 'fachada de iglesia', 'catedral', 'arco apuntado', 'nichos con estatuas', 'escultura religiosa', 'velo', 'flores']","Retrato en plano medio de una mujer caracterizada de Catrina (maquillaje de calavera, tocado floral y vestido formal) posando frente a la entrada gótica de una gran iglesia o catedral. El fondo arquitectónico, lleno de estatuas en nichos y detalles ojivales, proporciona un fuerte contexto monumental.",Emma,2025-11-25T07:58:54.401672+00:00,2025-11-25T16:40:52.486226+00:00,2025-11-25T16:40:52.486226+00:00
6fc4d808-539a-41a2-931a-f97683a01ee1,2013d54f-2cc1-4d7b-922a-8ae62f25b4fc,wikimedia_Puebla_Puebla_1_1764045848.jpg,Puebla,Puebla,19.041296,-98.2062,✅,5,100,True,True,False,True,True,False,True,False,False,"['Catedral de Puebla', 'noche', 'iluminación arquitectónica', 'plaza zócalo', 'torre de campanario', 'arquitectura barroca', 'cantera gris', 'fachadas', 'cielo nocturno', 'exposición larga', 'farolas', 'centro histórico']","Vista frontal de la Catedral de Puebla por la noche, destacando la diferencia de altura de sus dos torres y la fachada de cantera iluminada. La plaza, libre de tráfico, muestra un pavimento amplio y está bordeada por edificios coloniales también iluminados.",Emma,2025-11-25T08:03:38.879533+00:00,2025-11-25T16:40:53.930996+00:00,2025-11-25T16:40:53.930996+00:00
d5f436b9-3a6c-4b4e-84ca-7cec1ec53810,78c6aa3a-19fa-4403-8414-fbe37c6db741,wikimedia_Puebla_Puebla_5_1764045855.jpg,Puebla,Puebla,19.041296,-98.2062,✅,5,100,False,True,True,True,True,False,True,True,True,"['aeropuerto', 'terminal aérea', 'arquitectura moderna', 'fachada de vidrio', 'letrero', 'día soleado', 'paisajismo', 'arbustos podados', 'palmera', 'carretera', 'vehículos', 'estacionamiento', 'señalización de tráfico']","Vista exterior del Aeropuerto Internacional de Puebla en un día soleado. El edificio tiene una fachada moderna con una gran pared de vidrio y una pared de textura gris. El letrero del aeropuerto es prominente, y la zona de acceso está bordeada por arbustos podados y una palmera.",Emma,2025-11-25T08:04:18.158306+00:00,2025-11-25T16:40:54.189767+00:00,2025-11-25T16:40:54.189767+00:00
736f5239-5ba2-4ba5-988b-396d6daf39fd,ea6f8f6f-6dc0-4614-adc6-a33a1fac75df,wikimedia_Puebla_Puebla_9_1764045861.jpg,Puebla,Puebla,19.041296,-98.2062,🤔,4,90,True,True,False,False,True,False,False,False,False,"['silueta', 'arquitectura colonial', 'farola antigua', 'alumbrado público', 'atardecer', 'amanecer', 'crepúsculo', 'cielo pastel', 'edificios de esquina', 'tejados ornamentados', 'balcón', 'ciudad']","Vista urbana de siluetas de edificios coloniales contra un cielo suave al atardecer o amanecer. El primer plano está dominado por una farola de estilo antiguo, que está encendida y brilla con un tono amarillo cálido, contrastando con las formas oscuras de la arquitectura.",Emma,2025-11-25T08:36:01.531395+00:00,2025-11-25T16:40:54.37166+00:00,2025-11-25T16:40:54.37166+00:00
1a63a4e8-f0a9-46ab-ae6c-8f1019153a57,b0c6518a-2080-4c01-82e4-7294213907cc,wikimedia_Puebla_Puebla_12_1764045866.jpg,Puebla,Puebla,19.041296,-98.2062,🤔,4,90,True,True,False,True,False,False,False,False,False,"['camino prehispánico', 'muro de piedra', 'piedra volcánica', 'camino empedrado', 'vegetación semidesértica', 'palmas yucas', 'árboles', 'paisaje arqueológico', 'cielo azul', 'nubes cúmulos', 'perspectiva de camino.']","Un camino de piedra y tierra con muros bajos de piedra a ambos lados, que se dirige hacia la cima de una colina. La vegetación es seca y hay árboles de apariencia desértica (palmas yucas). El cielo es de un azul intenso con grandes nubes blancas",Emma,2025-11-25T08:36:37.652139+00:00,2025-11-25T16:40:54.622733+00:00,2025-11-25T16:40:54.622733+00:00
86041be1-2f9a-406d-a4be-e05301fac471,,wikimedia_Ciudad de México_CDMX_8_1764045660.jpg,Ciudad de México,CDMX,19.432608,-99.133209,✅,3,95,True,True,False,False,False,False,False,False,False,"['arquitectura barroca', 'torre', 'campanario', 'colonial', 'cielo azul', 'detalle arquitectónico', 'deteriorado', 'cantera']","Primer plano de una torre de piedra (posiblemente un campanario) de estilo barroco o colonial. Se aprecian detalles ornamentados y signos de deterioro o antigüedad, con vegetación creciendo en la cima. Fondo de cielo azul claro.",Emma,2025-11-25T07:18:26.606953+00:00,2025-11-27T04:25:17.446192+00:00,2025-11-27T04:25:17.446192+00:00
22680ef0-b762-4309-beb0-0ca404523c37,,wikimedia_Ciudad de México_CDMX_9_1764045662.jpg,Ciudad de México,CDMX,19.432608,-99.133209,✅,4,90,True,True,False,False,False,False,False,False,False,"['interior de iglesia', 'templo', 'nave', 'altar', 'arquitectura religiosa', 'bóvedas', 'arte sacro', 'bancos de madera', 'iluminación']","La imagen captura el interior de una iglesia o capilla. Muestra la nave central con filas de bancas de madera, grandes arcos y una iluminación que proyecta tonos azules y morados en las bóvedas, destacando el altar al fondo",Emma,2025-11-25T07:23:16.353065+00:00,2025-11-27T04:25:17.446192+00:00,2025-11-27T04:25:17.446192+00:00
c5c4a535-1ccf-48f5-b788-12ae4f068830,,wikimedia_Ciudad de México_CDMX_11_1764045665.jpg,Ciudad de México,CDMX,19.432608,-99.133209,✅,4,100,True,True,False,False,True,False,False,False,False,"['arquitectura moderna', 'museo Soumaya', 'rascacielos', 'diseño curvo', 'fachada metálica', 'hexágonos', 'edificio icónico', 'CDMX']","Primer plano del Museo Soumaya, un edificio de arquitectura moderna e icónica en la Ciudad de México. Se destaca su forma curvada y la fachada recubierta con miles de hexágonos metálicos",Emma,2025-11-25T07:23:58.801134+00:00,2025-11-27T04:25:17.446192+00:00,2025-11-27T04:25:17.446192+00:00
7c1d6c74-a846-430c-923f-962d2770c188,,wikimedia_Ciudad de México_CDMX_13_1764045671.jpg,Ciudad de México,CDMX,19.432608,-99.133209,✅,4,90,True,True,False,False,False,False,False,False,False,"['cúpula', 'techo', 'arquitectura interior', 'Art Decó', 'art nouveau', 'vidriera', 'tragaluz', 'iluminación', 'diseño circular', 'ornamento']","Vista cenital del techo interior o cúpula. El diseño es circular, probablemente un tragaluz o vitral, enmarcado por arquitectura de estilo clásico con una fuerte iluminación dorada en las paredes circundantes",Emma,2025-11-25T07:24:45.487308+00:00,2025-11-27T04:25:17.446192+00:00,2025-11-27T04:25:17.446192+00:00
6e1a755e-a3eb-4dfd-8a38-e331d07c420b,,wikimedia_Ciudad de México_CDMX_10_1764045664.jpg,Ciudad de México,CDMX,19.432608,-99.133209,✅,5,100,True,True,False,True,True,False,True,True,False,"['Palacio de Bellas Artes', 'arquitectura monumental', 'cúpula', 'centro histórico', 'paisaje urbano', 'vista aérea', 'parque', 'ciudad', 'monumento']","Vista aérea o desde un edificio alto del Palacio de Bellas Artes en CDMX, mostrando su icónica cúpula de colores naranja y amarillo. La imagen captura el contexto urbano circundante, incluyendo calles, tráfico y áreas verdes adyacentes al edificio",Emma,2025-11-25T07:26:18.967648+00:00,2025-11-27T04:25:17.446192+00:00,2025-11-27T04:25:17.446192+00:00
6a7452e6-c813-4c55-bbbb-89f28e917c65,,wikimedia_Ciudad de México_CDMX_14_1764045673.jpg,Ciudad de México,CDMX,19.432608,-99.133209,✅,4,95,True,True,False,True,False,False,False,False,False,"['arquitectura colonial', 'campanario', 'torre', 'iglesia', 'ladrillo', 'tezontle', 'deterioro', 'barroco', 'vegetación', 'cielo']","Detalle de una torre o campanario colonial, probablemente construido con ladrillo o piedra volcánica roja (tezontle). La estructura muestra signos de antigüedad y deterioro, con abundante vegetación creciendo en la parte superior. El cielo es de un tono claro o blanco",Emma,2025-11-25T07:27:03.576757+00:00,2025-11-27T04:25:17.446192+00:00,2025-11-27T04:25:17.446192+00:00
dd6a9cc6-6b79-45b7-aae5-c3cc9acbdb1c,,wikimedia_Ciudad de México_CDMX_12_1764045669.jpg,Ciudad de México,CDMX,19.432608,-99.133209,✅,4,100,True,True,False,False,False,False,False,False,False,"['Palacio Postal', 'arquitectura interior', 'tragaluz', 'techo de cristal', 'art nouveau', 'detalles arquitectónicos', 'ornamento', 'herrería', 'CDMX']",Vista cenital del impresionante tragaluz de cristal y herrería en el techo del Palacio Postal en la Ciudad de México. La arquitectura de estilo Art Nouveau está fuertemente detallada en el marco interior.,Emma,2025-11-25T07:29:01.657818+00:00,2025-11-27T04:25:17.446192+00:00,2025-11-27T04:25:17.446192+00:00
687d5fde-1872-4164-939d-8a48f3682716,,pexels_Ciudad de México_CDMX_1_1764045677.jpg,Ciudad de México,CDMX,19.432608,-99.133209,❌,4,100,False,True,False,True,True,False,False,True,False,"['Monterrey', 'Cerro de la Silla', 'paisaje urbano', 'rascacielos', 'montaña', 'sierra', 'ciudad', 'vista panorámica', 'arquitectura moderna']","Vista panorámica de la ciudad de Monterrey, Nuevo León, con el icónico Cerro de la Silla en el centro de la escena. Se observa una mezcla de rascacielos modernos y zonas residenciales, con una zona de festival o evento en la parte baja central. NOTA: La ciudad en la imagen es Monterrey, no CDMX, a pesar de lo que indica la metadata adjunta.",Emma,2025-11-25T07:30:08.853263+00:00,2025-11-27T04:25:17.446192+00:00,2025-11-27T04:25:17.446192+00:00
f381dba5-29fd-427a-a126-0014949e169a,dddf11ea-817b-47af-904f-bdea1067fc19,wikimedia_Zapopan_Jalisco_1_1764045948.jpg,Zapopan,Jalisco,20.72356,-103.38479,✅,4,95,False,True,True,True,True,False,False,True,False,"['vista aérea', 'complejo deportivo', 'canchas de tenis', 'estadio', 'infraestructura', 'zona residencial', 'casas en hilera', 'techos rojos', 'urbanización', 'construcción', 'terreno árido', 'arquitectura deportiva', 'tribunas', 'iluminación exterior']","Vista aérea de un gran complejo de canchas de tenis y un pequeño estadio adyacente. La zona está rodeada por un denso desarrollo residencial de casas con techos rojos, mostrando una clara expansión urbana en un entorno semiárido. La infraestructura deportiva parece ser nueva o estar en proceso de finalización.",Emma,2025-11-25T08:57:17.654921+00:00,2025-11-25T16:40:59.596379+00:00,2025-11-25T16:40:59.596379+00:00
b0be4749-88ce-4c14-bb03-0da98f361c6a,f68b3496-7e1e-4cd0-981d-0fdcfe95e1e5,wikimedia_Zapopan_Jalisco_3_1764045951.jpg,Zapopan,Jalisco,20.72356,-103.38479,✅,4,95,True,True,True,True,True,False,False,False,False,"['estatua de piedra', 'escultura', 'arte público', 'monumento', 'figuras humanas', 'semáforo', 'arquitectura moderna', 'vidrio', 'acero', 'vegetación', 'flores rojas', 'cielo azul', 'contraste urbano']","Primer plano de una escultura de piedra rugosa que representa a dos figuras humanas abrazándose o cargándose, con un estilo rústico. El fondo contrasta el arte tradicional con un moderno edificio de vidrio y un semáforo urbano, todo bajo un cielo azul brillante.",Emma,2025-11-25T08:57:55.268898+00:00,2025-11-25T16:40:59.874244+00:00,2025-11-25T16:40:59.874244+00:00
46854abe-01d9-4dbe-9989-3317985129ae,45d5192b-e1cb-4d7a-ab39-654f4701ee6c,wikimedia_Zapopan_Jalisco_5_1764045953.jpg,Zapopan,Jalisco,20.72356,-103.38479,✅,3,95,True,False,False,True,False,False,False,False,False,"['escultura de piedra', 'estatua', 'arte público', 'jardín', 'paisajismo', 'vegetación exuberante', 'árbol de flor de mayo (plumeria)', 'césped', 'sombra', 'clima cálido']","Primer plano de una escultura de piedra con textura rugosa, colocada en un jardín verde. El entorno está dominado por vegetación de clima cálido, incluyendo un árbol de flor de mayo (plumeria) y arbustos bien cuidados. La escena está bien iluminada con luz solar, creando fuertes sombras.",Emma,2025-11-25T08:58:38.596646+00:00,2025-11-25T16:41:00.146951+00:00,2025-11-25T16:41:00.146951+00:00
d2362989-2f92-41b7-8376-a19f5749cc3d,0aac43a4-1051-4221-8bc2-47d65ba5af75,wikimedia_Zapopan_Jalisco_7_1764045956.jpg,Zapopan,Jalisco,20.72356,-103.38479,✅,5,95,True,True,True,False,True,False,True,False,False,"['basílica', 'iglesia', 'arquitectura churrigueresca', 'barroco', 'torres gemelas', 'fachada de cantera', 'atrio', 'plaza pública', 'arcos laterales', 'portales', 'peregrinos', 'monumento religioso', 'cielo azul con nubes']",Vista lateral de una gran basílica colonial con una fachada central altamente detallada y dos torres campanario. La estructura está flanqueada por largos pasillos o portales con arcos. La escena se desarrolla en una plaza de piedra y hay personas entrando al templo.,Emma,2025-11-25T08:59:14.371823+00:00,2025-11-25T16:41:00.407187+00:00,2025-11-25T16:41:00.407187+00:00
0ad11282-bad2-4b9e-9a2d-d4c917d537f0,b49f0452-4548-48d5-a823-1bbee21abae0,wikimedia_Zapopan_Jalisco_9_1764045959.jpg,Zapopan,Jalisco,20.72356,-103.38479,🤔,4,95,True,True,False,True,True,False,True,False,False,"['parque público', 'jardín', 'esculturas de bronce', 'arte público', 'kiosco', 'cenador', 'mobiliario urbano', 'banca de parque', 'setos', 'vegetación exuberante', 'clima soleado', 'cúpula de iglesia lejana', 'perspectiva']","Vista de un jardín público con tres esculturas de bronce de figuras humanas. El área está bordeada por setos podados. Al fondo a la izquierda, se ve un kiosco de techo oscuro, y a la derecha, la cúpula de un edificio histórico, indicando una plaza central.",Emma,2025-11-25T09:00:03.828279+00:00,2025-11-25T16:41:00.695048+00:00,2025-11-25T16:41:00.695048+00:00
8dcf8d8c-d592-4bcd-81c6-ae64f8a1075c,abd98c44-e82a-4e33-8001-da7d0223cf73,wikimedia_Zapopan_Jalisco_11_1764045962.jpg,Zapopan,Jalisco,20.72356,-103.38479,✅,4,80,True,True,True,True,True,False,False,False,True,"['arquitectura colonial', 'fachada de estuco', 'cantera', 'balustrada', 'terraza', 'estatua religiosa', 'virgen', 'atrio', 'pavimento de losas', 'macetas de terracota', 'ventanas enrejadas', 'letrero parroquial', 'día soleado']","Vista frontal de un edificio colonial de dos pisos con una fachada de estuco color crema y marcos de cantera gris. Una estatua religiosa (Virgen o Santa) se encuentra en primer plano, detrás de una reja baja. El letrero sobre la puerta indica que son 'Salones Parroquiales'. La parte superior del edificio tiene una balustrada.",Emma,2025-11-25T09:01:02.567071+00:00,2025-11-25T16:41:00.958406+00:00,2025-11-25T16:41:00.958406+00:00
b17eb87f-4e88-417a-9b54-93861843740f,e211f236-926b-47e6-b6dd-6207ea427d10,wikimedia_Campeche_Campeche_2_1764046515.jpg,Campeche,Campeche,19.845944,-90.523071,✅,4,95,False,True,True,True,True,False,False,True,True,"['puesto de control policial', 'retén', 'camioneta policial', 'seguridad pública', 'carretera rural', 'vegetación densa', 'clima tropical', 'carpa', 'letrero de precaución', 'Secretaría de Seguridad Pública', 'conos de tráfico', 'paisaje selvático']",Retén o puesto de control policial en una carretera rural flanqueada por vegetación densa y de clima cálido. El puesto incluye un módulo negro con letreros de precaución y una camioneta pickup rotulada como 'POLICÍA ESTATAL PREVENTIVA' estacionada junto a una gran carpa.,Emma,2025-11-25T09:14:04.023371+00:00,2025-11-25T16:41:02.923754+00:00,2025-11-25T16:41:02.923754+00:00
436c2706-b184-445e-9a6d-2a4ee6023ecb,b7d1cfca-cecc-4209-be21-673eba001770,wikimedia_Saltillo_Coahuila_0_1764046203.jpg,Saltillo,Coahuila,25.42654,-100.99551,✅,5,95,True,True,True,False,True,False,True,True,True,"['arquitectura neoclásica', 'fachada roja', 'iglesia', 'templo', 'centro histórico', 'calle urbana', 'tráfico vehicular', 'taxi amarillo', 'peatones', 'acera', 'farola antigua', 'edificio gubernamental', 'cúpula']","Vista en perspectiva de una calle en un centro histórico. La fachada izquierda está dominada por una iglesia de color rojo intenso con detalles blancos neoclásicos. La calle muestra tráfico vehicular, incluyendo un taxi amarillo. Al fondo, se ve un gran edificio de piedra con una cúpula.",Emma,2025-11-25T09:15:32.039704+00:00,2025-11-25T16:41:03.445904+00:00,2025-11-25T16:41:03.445904+00:00
